ID_NUMBER,MODEL_YEAR,MAKE_NAME,MODEL_NAME,TRIM_NAME,STYLE_NAME,ODOMETER,PRICE,CITY,STATE,ZIP_CODE,AD_DATE,0day PRCP,0day Fog,0day Heavy fog,0day Thunder,0day Hail,0day Smoke,0day High winds,7day PRCP,7day Fog,7day Heavy fog,7day Thunder,7day Hail,7day Smoke,7day High winds,15day PRCP,15day Fog,15day Heavy fog,15day Thunder,15day Hail,15day Smoke,15day High winds,30day PRCP,30day Fog,30day Heavy fog,30day Thunder,30day Hail,30day Smoke,30day High winds
1626,2017,TOYOTA,COROLLA,L,W/CONTINUOUSLY VARIABLE TRANSMISSION,115265,12485,DULUTH,GA,30096,8/18/2021,0.98,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0.37,0,0,0,0,0,0
10260,2018,FORD,ESCAPE,SE,FWD,24491,14297,NOKOMIS,FL,34275,1/27/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1628,2019,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,46259,18490,FORT LAUDERDALE,FL,33331,10/5/2021,0.27,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0
11409,2016,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION PZEV,47497,14791,NOKOMIS,FL,34275,1/27/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2705,2013,TOYOTA,COROLLA,S,MANUAL,121938,8990,KISSIMMEE,FL,34744,1/27/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
11205,2012,TOYOTA,COROLLA,LE,AUTOMATIC,146639,6490,KISSIMMEE,FL,34744,1/27/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1633,2018,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION,29015,18900,FORT LAUDERDALE,FL,33304,2/2/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
6335,2012,FORD,ESCAPE,XLT,FWD,156807,4500,DECATUR,GA,30034,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1339,2012,HONDA,ACCORD SEDAN,SE,AUTOMATIC,88166,12998,STOCKBRIDGE,GA,30281,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1636,2013,FORD,ESCAPE,SEL,FWD,95536,11390,JACKSONVILLE,FL,32256,9/1/2021,0.0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.99,0,0,0,0,0,0
10194,2011,HONDA,ACCORD CROSSTOUR,EX-L,4WD,152766,7499,BUFORD,GA,30518,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
3022,2016,FORD,ESCAPE,SE,FWD,87200,12000,MACON,GA,31204,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
5979,2015,FORD,ESCAPE,SE,FWD,68819,12000,MACON,GA,31204,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
6630,2016,FORD,ESCAPE,SE,FWD,40302,13949,MACON,GA,31204,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1641,2011,FORD,ESCAPE,XLT,FWD,193673,6795,JONESBORO,GA,30236,8/24/2021,0.0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1644,2018,TOYOTA,COROLLA,L,W/CONTINUOUSLY VARIABLE TRANSMISSION,49299,13750,LAGRANGE,GA,30241,2/3/2021,0.0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1645,2020,TOYOTA,COROLLA,SE,W/CONTINUOUSLY VARIABLE TRANSMISSION,17318,21988,JACKSONVILLE,FL,32244,5/12/2021,0.03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.28,0,0,0,0,0,0
1646,2011,TOYOTA,COROLLA,S,AUTOMATIC,115154,8942,JACKSONVILLE,FL,32256,5/25/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.07,0,0,0,0,0,0
1647,2014,HONDA,ACCORD SEDAN,EX-L,W/CONTINUOUSLY VARIABLE TRANSMISSION PZEV,108806,12978,SAVANNAH,GA,31405,1/26/2021,0.02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1648,2019,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,42564,17500,GAINESVILLE,FL,32609,8/8/2021,0.79,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0.0,0,0,0,0,0,0
548,2014,FORD,ESCAPE,TITANIUM,FWD,61372,12742,ORLANDO,FL,32808,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
578,2016,TOYOTA,COROLLA,S PLUS,W/CONTINUOUSLY VARIABLE TRANSMISSION,60573,11249,ORLANDO,FL,32808,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1651,2020,TOYOTA,COROLLA,L,W/CONTINUOUSLY VARIABLE TRANSMISSION,35534,17952,HOLLYWOOD,FL,33024,7/28/2021,0.68,1,0,1,0,1,0,0.0,0,0,0,0,0,0,0.65,1,0,1,0,0,0,0.64,1,0,1,0,1,0
4062,2017,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,59459,10995,ORLANDO,FL,32808,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
6573,2015,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION PZEV,97321,11895,ORLANDO,FL,32808,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
6731,2019,TOYOTA,COROLLA,SE,W/CONTINUOUSLY VARIABLE TRANSMISSION,37023,13288,ORLANDO,FL,32808,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1655,2016,FORD,ESCAPE,S,FWD,28094,15777,FORT PIERCE,FL,34982,5/19/2021,0.04,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.0,0,0,0,0,0,0
7087,2020,HONDA,ACCORD SEDAN,TOURING,AUTOMATIC,1198,30995,ORLANDO,FL,32808,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1657,2014,FORD,ESCAPE,SE,FWD,127939,9900,FORT WALTON BEACH,FL,32548,10/20/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1658,2018,TOYOTA,COROLLA,L,W/CONTINUOUSLY VARIABLE TRANSMISSION,18640,12999,BRANDON,FL,33511,1/11/2021,0.0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1659,2017,FORD,ESCAPE,TITANIUM,FWD,33021,17868,OCALA,FL,34471,1/21/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1660,2017,HONDA,ACCORD SEDAN,SPORT SE,W/CONTINUOUSLY VARIABLE TRANSMISSION PZEV,51495,24980,BUFORD,GA,30519,12/19/2021,0.52,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
12167,2017,FORD,ESCAPE,S,FWD,56844,12400,ORLANDO,FL,32808,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
12543,2017,FORD,ESCAPE,TITANIUM,FWD,41523,16742,ORLANDO,FL,32808,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
13557,2019,FORD,ESCAPE,S,FWD,26138,16000,ORLANDO,FL,32808,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1664,2018,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION,22563,24489,FORT PIERCE,FL,34982,7/16/2021,0.0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.46,0,0,0,0,0,0
1665,2013,TOYOTA,COROLLA,L,AUTOMATIC,93187,11505,TAMPA,FL,33612,11/23/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
13655,2019,TOYOTA,COROLLA,SE,W/CONTINUOUSLY VARIABLE TRANSMISSION,37023,12878,ORLANDO,FL,32808,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1667,2013,TOYOTA,COROLLA,L,AUTOMATIC,128430,7991,SANFORD,FL,32771,2/23/2021,0.1,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1668,2012,FORD,ESCAPE,LIMITED,FWD,111316,8499,EDGEWATER,FL,32132,3/3/2021,0.14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0.5,0,0,0,0,0,0
1671,2018,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,46215,16539,FORT PIERCE,FL,34982,7/16/2021,0.0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0.46,0,0,0,0,0,0
1672,2018,FORD,ESCAPE,SEL,FWD,58565,15990,PANAMA CITY,FL,32401,3/27/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1673,2018,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,16425,21500,CUMMING,GA,30041,4/16/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0.1,0,0,0,0,0,0
1674,2012,HONDA,ACCORD SEDAN,EX,AUTOMATIC,96357,10000,JACKSONVILLE,FL,32225,4/23/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1675,2018,HONDA,ACCORD SEDAN,EX-L,AUTOMATIC W/NAVIGATION,29248,23995,ORLANDO,FL,32807,5/12/2021,0.02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2.42,0,0,0,0,0,0
1676,2018,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION,30522,18833,MIAMI,FL,33157,3/25/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1677,2018,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION,64269,26995,TALLAHASSEE,FL,32301,9/10/2021,0.0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
12159,2019,TOYOTA,COROLLA HATCHBACK,SE,MANUAL,37535,13030,FORT LAUDERDALE,FL,33313,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1679,2020,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,9947,18999,ATLANTA,GA,30341,5/25/2021,0.07,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0.62,1,0,1,0,0,0,0.0,0,0,0,0,0,0
1680,2018,FORD,ESCAPE,SE,FWD,74494,15991,VALDOSTA,GA,31602,4/19/2021,0.01,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1681,2015,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION PZEV,68330,14122,PORT RICHEY,FL,34668,3/19/2021,0.07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2649,2018,TOYOTA,COROLLA,SE,W/CONTINUOUSLY VARIABLE TRANSMISSION,33043,13900,PINELLAS PARK,FL,33781,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1683,2018,HONDA,ACCORD SEDAN,EX-L,W/CONTINUOUSLY VARIABLE TRANSMISSION,82213,23682,JACKSONVILLE,FL,32225,9/22/2021,0.08,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.55,0,0,0,0,0,0
1684,2018,HONDA,ACCORD SEDAN,EX-L,W/CONTINUOUSLY VARIABLE TRANSMISSION,36857,26988,MARIETTA,GA,30067,9/8/2021,3.23,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1685,2019,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,29490,23350,TAMPA,FL,33619,12/28/2021,0.0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1686,2020,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,4771,22997,BUFORD,GA,30519,7/16/2021,0.01,0,0,0,0,0,0,0.14,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
7986,2012,FORD,ESCAPE,LIMITED,FWD,72346,9994,PINELLAS PARK,FL,33781,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1688,2017,FORD,ESCAPE,S,FWD,50090,14878,CLEARWATER,FL,33763,5/12/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.82,0,0,0,0,0,0
1689,2018,FORD,ESCAPE,S,FWD,44682,16377,CLEARWATER,FL,33763,5/12/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.82,0,0,0,0,0,0
1690,2019,TOYOTA,COROLLA,L,W/CONTINUOUSLY VARIABLE TRANSMISSION,42248,13996,FORT LAUDERDALE,FL,33331,5/19/2021,0.07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1691,2019,TOYOTA,COROLLA,L,W/CONTINUOUSLY VARIABLE TRANSMISSION,47678,13300,FORT LAUDERDALE,FL,33331,5/19/2021,0.07,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1692,2019,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,50215,15000,WEST PALM BEACH,FL,33411,5/18/2021,0.0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8099,2017,TOYOTA,COROLLA,SE,W/CONTINUOUSLY VARIABLE TRANSMISSION,37374,13450,PINELLAS PARK,FL,33781,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
7566,2018,HONDA,ACCORD SEDAN,TOURING,AUTOMATIC,9742,25777,PINELLAS PARK,FL,33782,1/28/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2094,2015,HONDA,ACCORD HYBRID,EX-L,W/CONTINUOUSLY VARIABLE TRANSMISSION,31830,17995,ATLANTA,GA,30301,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1696,2017,HONDA,ACCORD SEDAN,EX,W/CONTINUOUSLY VARIABLE TRANSMISSION/HONDA SENSING PZEV,65204,19247,TAMPA,FL,33619,8/10/2021,0.73,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.34,0,0,0,0,0,0
4452,2014,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,104021,12972,WARNER ROBINS,GA,31093,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1698,2017,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION,28210,14498,MIAMI,FL,33157,1/4/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1699,2018,HONDA,ACCORD HYBRID,EX-L,W/CONTINUOUSLY VARIABLE TRANSMISSION,39899,26613,JACKSONVILLE,FL,32225,12/16/2021,0.02,1,0,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
7260,2017,FORD,ESCAPE,S,FWD,25220,14974,WARNER ROBINS,GA,31093,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
747,2017,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,35881,16000,MACON,GA,31201,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1704,2014,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,219402,6399,HOLLYWOOD,FL,33021,11/10/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0.02,0,0,0,0,0,0
1705,2014,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION PZEV,104691,10250,PALM HARBOR,FL,34684,1/13/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
9835,2017,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,40713,17000,MACON,GA,31206,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2696,2015,FORD,ESCAPE,TITANIUM,FWD,102500,10500,THE VILLAGES,FL,32163,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
5335,2020,HONDA,ACCORD SEDAN,TOURING,AUTOMATIC,3575,31900,ORLANDO,FL,32809,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1709,2017,HONDA,ACCORD SEDAN,EX-L,W/CONTINUOUSLY VARIABLE TRANSMISSION,61272,21880,BUFORD,GA,30519,7/26/2021,0.15,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
563,2014,TOYOTA,COROLLA,S PLUS,W/CONTINUOUSLY VARIABLE TRANSMISSION,92176,10990,ORLANDO,FL,32817,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1711,2015,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,142726,14495,GAINESVILLE,FL,32601,12/8/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
6918,2018,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,57896,11900,HALLANDALE,FL,33009,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
14168,2020,TOYOTA,COROLLA HATCHBACK,SE,MANUAL,17398,18895,POMPANO BEACH,FL,33073,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1714,2020,FORD,ESCAPE,SE,FWD,22824,26500,WEST PALM BEACH,FL,33411,12/21/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,1.17,0,0,0,0,0,0
14167,2020,TOYOTA,COROLLA HATCHBACK,SE,MANUAL,12864,19995,MIAMI,FL,33125,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1717,2017,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION,32712,21990,ORANGE CITY,FL,32763,8/6/2021,0.0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.95,0,0,0,0,0,0
1718,2017,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION,23794,22590,ORANGE CITY,FL,32763,8/20/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0.51,0,0,0,0,0,0
1719,2014,TOYOTA,COROLLA,L,AUTOMATIC,115260,8995,AVON PARK,FL,33825,8/19/2021,0.03,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.011428571,0,0,0,0,0,0,1.1,0,0,0,0,0,0
1720,2019,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,14603,19991,JACKSONVILLE,FL,32225,1/22/2021,0.48,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
2280,2018,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,59339,10988,FORT LAUDERDALE,FL,33313,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1722,2018,FORD,ESCAPE,S,FWD,40809,20461,JACKSONVILLE,FL,32225,11/29/2021,0.0,0,0,0,0,0,0,0.05,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1723,2018,FORD,ESCAPE,S,FWD,63552,18988,JACKSONVILLE,FL,32244,12/14/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1724,2016,HONDA,ACCORD SEDAN,LX,W/CONTINUOUSLY VARIABLE TRANSMISSION,48215,18790,JACKSONVILLE,FL,32205,9/13/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0.0,0,0,0,0,0,0
8865,2016,TOYOTA,COROLLA,S,W/CONTINUOUSLY VARIABLE TRANSMISSION,92926,10499,WEST PALM BEACH,FL,33403,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1727,2014,FORD,ESCAPE,TITANIUM,FWD,72580,12992,WESLEY CHAPEL,FL,33543,4/13/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1728,2018,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,14239,13990,ATLANTA,GA,30341,1/7/2021,0.2,1,0,0,0,0,0,0.02,1,1,0,0,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1729,2018,TOYOTA,COROLLA,LE,W/CONTINUOUSLY VARIABLE TRANSMISSION,15898,15864,MARIETTA,GA,30062,1/4/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.36,0,0,0,0,0,0
1730,2019,FORD,ESCAPE,S,FWD,20978,23495,ORLANDO,FL,32837,12/28/2021,0.0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1731,2020,TOYOTA,COROLLA,SE,W/CONTINUOUSLY VARIABLE TRANSMISSION,54253,21450,TAMPA,FL,33619,12/6/2021,0.0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2.47,0,0,0,0,0,0
1732,2018,HONDA,ACCORD SEDAN,TOURING,W/CONTINUOUSLY VARIABLE TRANSMISSION,22665,29900,DAYTONA BEACH,FL,32114,11/3/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
5441,2014,HONDA,ACCORD SEDAN,LX,MANUAL,103233,9990,KISSIMMEE,FL,34744,1/29/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
9449,2018,FORD,ESCAPE,SE,4WD,41244,15997,MARIETTA,GA,30060,2/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1737,2013,FORD,ESCAPE,SE,FWD,82934,10995,AUBURNDALE,FL,33823,3/8/2021,0.0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
1738,2016,HONDA,ACCORD SEDAN,SPORT,W/CONTINUOUSLY VARIABLE TRANSMISSION PZEV,61411,19491,ALPHARETTA,GA,30004,5/10/2021,1.26,0,0,0,0,0,0,0.09,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0.0,0,0,0,0,0,0
6905,2019,TOYOTA,COROLLA,SE,W/CONTINUOUSLY VARIABLE TRANSMISSION,36755,15998,NORCROSS,GA,30071,2/1/2021,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
